CC ID,D NID,TITLE,CG TITLE,CATEGORY,CATEGORY ID,EVENT DATE,PRODUCER,PRODUCER ID,PROJECT,PROJECT ID,RUNTIME,TVGUIDE,DISTRIBUTION AGREEMENT,SHOW TYPE,PRODUCTION LOCATION,FILLER,FILLER END DATE,CAN,SAFE HARBOR,COMMENTS
2919,3235,The Body*Smith Workout - Winter 2014 - Episode 12,The Body*Smith Workout,Health,5,2013-11-23T00:00:00,Larry H. Smith,55,The Body*Smith Workout,44,1692,,,,,,,,,
2920,3236,The Body*Smith Workout - Winter 2014 - Episode 13,The Body*Smith Workout,Health,5,2013-11-23T00:00:00,Larry H. Smith,55,The Body*Smith Workout,44,1707,,,,,,,,,
2921,3237,The Body*Smith Workout - Winter 2014 - Episode 14,The Body*Smith Workout - Winter 2014 - Episode 14,Health,5,2013-11-23T00:00:00,Larry H. Smith,55,The Body*Smith Workout,44,1710,,,,,,,,,
2922,3238,A New Start - Winter 2014 - Episode 1,A New Start - Winter 2014 - Episode 1 - 01/03/14,Spiritual,7,2013-11-23T00:00:00,Arthur Ungureanu,72,A New Start,61,3298,,,,,,,,,
2923,3239,A New Start - Winter 2014 - Episode 2,A New Start,Spiritual,7,2013-11-23T00:00:00,Arthur Ungureanu,72,A New Start,61,3307,,,,,,,,,
2924,3240,A New Start - Winter 2014 - Episode 3,A New Start,Spiritual,7,2013-11-23T00:00:00,Arthur Ungureanu,72,A New Start,61,3280,,,,,,,,,
2925,3241,A New Start - Winter 2014 - Episode 4,A New Start,Spiritual,7,2013-11-23T00:00:00,Arthur Ungureanu,72,A New Start,61,3283,,,,,,,,,
2926,3242,A New Start - Winter 2014 - Episode 5,A New Start,Spiritual,7,2013-11-23T00:00:00,Arthur Ungureanu,72,A New Start,61,3296,,,,,,,,,
2927,3243,A New Start - Winter 2014 - Episode 6,A New Start,Spiritual,7,2013-11-23T00:00:00,Arthur Ungureanu,72,A New Start,61,3275,,,,,,,,,
2928,3244,A New Start - Winter 2014 - Episode 7,A New Start,Spiritual,7,2013-11-23T00:00:00,Arthur Ungureanu,72,A New Start,61,3297,,,,,,,,,
2929,3245,A New Start - Winter 2014 - Episode 8,A New Start,Spiritual,7,2013-11-23T00:00:00,Arthur Ungureanu,72,A New Start,61,3160,,,,,,,,,
2930,3246,A New Start - Winter 2014 - Episode 9,A New Start,Spiritual,7,2013-11-23T00:00:00,Arthur Ungureanu,72,A New Start,61,3267,,,,,,,,,
2931,3247,A New Start - Winter 2014 - Episode 10,A New Start,Spiritual,7,2013-11-23T00:00:00,Arthur Ungureanu,72,A New Start,61,3268,,,,,,,,,
2932,3248,A New Start - Winter 2014 - Episode 11,A New Start,Spiritual,7,2013-11-23T00:00:00,Arthur Ungureanu,72,A New Start,61,3267,,,,,,,,,
2933,3249,A New Start - Winter 2014 - Episode 12,A New Start,Spiritual,7,2013-11-23T00:00:00,Arthur Ungureanu,72,A New Start,61,3268,,,,,,,,,
2934,3250,A New Start - Winter 2014 - Episode 13,A New Start,Spiritual,7,2013-11-23T00:00:00,Arthur Ungureanu,72,A New Start,61,3299,,,,,,,,,
2935,3251,A New Start - Winter 2014 - Episode 14,A New Start - Winter 2014 - Episode 14,Spiritual,7,2013-11-23T00:00:00,Arthur Ungureanu,72,A New Start,61,3510,,,,,,,,,
2936,3252,Higher Ground TV - Winter 2014 - Episode 1,Higher Ground TV - 1/3,Spiritual,7,2013-11-23T00:00:00,Steve Doss,80,Higher Ground TV,69,3501,,,,,,,,,
2937,3253,Higher Ground TV - Winter 2014 - Episode 2 1/17,Higher Ground TV - 1/17,Spiritual,7,2013-11-23T00:00:00,Steve Doss,80,Higher Ground TV,69,3510,,,,,,,,,
2938,3254,Higher Ground TV - Winter 2014 - Episode 3 2/7,Higher Ground TV - 2/7,Arts & Entertainment,1,2013-11-23T00:00:00,Steve Doss,80,Higher Ground TV,69,3510,,,,,,,,,
2939,3255,Higher Ground TV - Winter 2014 - Episode 4 2/21,Higher Ground TV - 2/21,Spiritual,7,2013-11-23T00:00:00,Steve Doss,80,Higher Ground TV,69,3510,Another of our Funtastic Christmas Shows,,,,,,,,
2940,3256,Higher Ground TV - Winter 2014 - Episode 5 3/7,Higher Ground TV - 3/7,Spiritual,7,2013-11-23T00:00:00,Steve Doss,80,Higher Ground TV,69,3510,,,,,,,,,
2941,3257,Higher Ground TV - Winter 2014 - Episode 6 3/21,Higher Ground TV - 3/21,Arts & Entertainment,1,2013-11-23T00:00:00,Steve Doss,80,Higher Ground TV,69,3429,,,,,,,,,
2942,3258,Discovering Our Story - Winter 2014 - Episode 1,Discovering Our Story - 1/5,Community Info,3,2013-11-23T00:00:00,Daniel Dixon,76,Discovering Our Story,65,3384,,,,,,,,,
2943,3259,Discovering Our Story - Winter 2014 - Episode 2,Discovering Our Story - 2-2,Community Info,3,2013-11-23T00:00:00,Daniel Dixon,76,Discovering Our Story,65,3500,,,,,,,,,
2944,3260,Discovering Our Story - Winter 2014 - Episode 3 3/2,Discovering Our Story - 3/2,Community Info,3,2013-11-23T00:00:00,Daniel Dixon,76,Discovering Our Story,65,3430,,,,,,,,,
2945,3261,POWER OF THE WORD - Winter 2014 - Episode 1,POWER OF THE WORD - Power of Word - Episode 1340,Spiritual,7,2013-11-23T00:00:00,Adrian Turcu,48,POWER OF THE WORD,37,3476,,,,,,,,,
2946,3262,POWER OF THE WORD - Winter 2014 - Episode 2,POWER OF THE WORD - 341,Spiritual,7,2013-11-23T00:00:00,Adrian Turcu,48,POWER OF THE WORD,37,3492,,,,,,,,,
2947,3263,POWER OF THE WORD - Winter 2014 - Episode 3,POWER OF THE WORD - 342,Spiritual,7,2013-11-23T00:00:00,Adrian Turcu,48,POWER OF THE WORD,37,3453,,,,,,,,,
2948,3264,POWER OF THE WORD - Winter 2014 - Episode 4,POWER OF THE WORD - 343,Spiritual,7,2013-11-23T00:00:00,Adrian Turcu,48,POWER OF THE WORD,37,3420,,,,,,,,,
2949,3265,POWER OF THE WORD - Winter 2014 - Episode 5,POWER OF THE WORD - 344,Spiritual,7,2013-11-23T00:00:00,Adrian Turcu,48,POWER OF THE WORD,37,3535,,,,,,,,,
2950,3266,POWER OF THE WORD - Winter 2014 - Episode 6,POWER OF THE WORD 345,Spiritual,7,2013-11-23T00:00:00,Adrian Turcu,48,POWER OF THE WORD,37,3503,,,,,,,,,
2951,3267,POWER OF THE WORD - Winter 2014 - Episode 7,POWER OF THE WORD - Power of Word - Episode 7 346,Spiritual,7,2013-11-23T00:00:00,Adrian Turcu,48,POWER OF THE WORD,37,3510,,,,,,,,,
2952,3268,POWER OF THE WORD - Winter 2014 - Episode 8,POWER OF THE WORD - 347,Spiritual,7,2013-11-23T00:00:00,Adrian Turcu,48,POWER OF THE WORD,37,3506,,,,,,,,,
2953,3269,POWER OF THE WORD - Winter 2014 - Episode 9,POWER OF THE WORD  348,Spiritual,7,2013-11-23T00:00:00,Adrian Turcu,48,POWER OF THE WORD,37,3475,,,,,,,,,
2954,3270,POWER OF THE WORD - Winter 2014 - Episode 10,POWER OF THE WORD 349,Spiritual,7,2013-11-23T00:00:00,Adrian Turcu,48,POWER OF THE WORD,37,3478,,,,,,,,,
2955,3271,POWER OF THE WORD - Winter 2014 - Episode 11,POWER OF THE WORD,Spiritual,7,2013-11-23T00:00:00,Adrian Turcu,48,POWER OF THE WORD,37,3527,,,,,,,,,
2956,3272,POWER OF THE WORD - Winter 2014 - Episode 12,POWER OF THE WORD,Spiritual,7,2013-11-23T00:00:00,Adrian Turcu,48,POWER OF THE WORD,37,3533,,,,,,,,,
2957,3273,POWER OF THE WORD - Winter 2014 - Episode 13,POWER OF THE WORD,Spiritual,7,2013-11-23T00:00:00,Adrian Turcu,48,POWER OF THE WORD,37,3345,,,,,,,,,
2958,3274,POWER OF THE WORD - Winter 2014 - Episode 14,POWER OF THE WORD - Power of Word - Episode 14,Spiritual,7,2013-11-23T00:00:00,Adrian Turcu,48,POWER OF THE WORD,37,3510,,,,,,,,,
2959,3275,Alliance for Democracy - Populist Dialogues - Winter 2014 - Episode 1 Trans Pacific Partnership,Alliance for Democracy - Populist Dialogues - Trans Pacific Partnership,Public Affairs,6,2013-11-23T00:00:00,David Delk,54,Alliance for Democracy - Populist Dialogues,43,1701,Another of our Funtastic Christmas Shows,,,,,,,,
2960,3276,Alliance for Democracy - Populist Dialogues - Winter 2014 - Episode 2 Dissent and the Olympics,Alliance for Democracy - Populist Dialogues -14-3 Dissent and the Olympics,Public Affairs,6,2013-11-23T00:00:00,David Delk,54,Alliance for Democracy - Populist Dialogues,43,1643,Another of our Funtastic Christmas Shows,,,,,,,,
2961,3277,Alliance for Democracy - Populist Dialogues - Winter 2014 - Episode 3 PDX Harbor Clean Up,Alliance for Democracy - Populist Dialogues 14-4 PDX Harbor Clean Up,Public Affairs,6,2013-11-23T00:00:00,David Delk,54,Alliance for Democracy - Populist Dialogues,43,1703,,,,,,,,,
2962,3278,Alliance for Democracy - Populist Dialogues - Winter 2014 - Episode 4 Legalize Democracy,Alliance for Democracy - Populist Dialogues - Legalize Democracy,Public Affairs,6,2013-11-23T00:00:00,David Delk,54,Alliance for Democracy - Populist Dialogues,43,1704,,,,,,,,,
2963,3279,Alliance for Democracy - Populist Dialogues - Winter 2014 - Episode 5 Ending Corp Dominance,Alliance for Democracy - 14-6 Ending Corp Dominance,Public Affairs,6,2013-11-23T00:00:00,David Delk,54,Alliance for Democracy - Populist Dialogues,43,1638,,,,,,,,,
2964,3280,Alliance for Democracy - Populist Dialogues - Winter 2014 - Episode 6,"Alliance for Democracy - Populist Dialogues - 14-7 Bad Ideas, Coal and Oil trains in the Pacific NW",Public Affairs,6,2013-11-23T00:00:00,David Delk,54,Alliance for Democracy - Populist Dialogues,43,1707,,,,,,,,,
2973,3289,FACE Productions - Winter 2014 - Episode 1 1/12,FACE Productions - 1/12,Spiritual,7,2013-11-23T00:00:00,Mrs. Regena Williams,94,FACE Productions,83,3500,,,,,,,,,
2974,3290,FACE Productions - Winter 2014 - Episode 2 2/9,FACE Productions - 2/9,Spiritual,7,2013-11-23T00:00:00,Mrs. Regena Williams,94,FACE Productions,83,3510,,,,,,,,,
2975,3291,FACE Productions - Winter 2014 - Episode 3 3/9,FACE Productions - 3/9,Spiritual,7,2013-11-23T00:00:00,Mrs. Regena Williams,94,FACE Productions,83,3434,,,,,,,,,
2976,3292,Independent Producers Organization  - Winter 2014 - Episode 1 1/8,Independent Producers Organization  - 1/8,Community Info,3,2013-11-23T00:00:00,Richard Carpenter,95,Independent Producers Organization ,84,7110,,,,,,,,,
2977,3293,Independent Producers Organization  - Winter 2014 - Episode 2 2/12,Independent Producers Organization  - 2/12,Community Info,3,2013-11-23T00:00:00,Richard Carpenter,95,Independent Producers Organization ,84,7108,,,,,,,,,
2978,3294,Independent Producers Organization  - Winter 2014 - Episode 3 3/12 Remembering Carl/Drones (adult),Independent Producers Organization  - Remembering Carl/Drones,Community Info,3,2013-11-23T00:00:00,Richard Carpenter,95,Independent Producers Organization ,84,7103,,,,,,,,,
2979,3295,Eckankar - Winter 2014 - Episode 1,Eckankar-The Wonderful Ways of Eck,Spiritual,7,2013-11-23T00:00:00,promise nunn,39,Eckankar,28,1710,,,,,,,,,
2980,3296,Eckankar - Winter 2014 - Episode 2,Eckankar - Under the Spread of the Holy Spirit's Wings,Spiritual,7,2013-11-23T00:00:00,promise nunn,39,Eckankar,28,1680,,,,,,,,,
2981,3297,Eckankar - Winter 2014 - Episode 3,Eckankar -A Sheep From Another Fold,Spiritual,7,2013-11-23T00:00:00,promise nunn,39,Eckankar,28,1710,,,,,,,,,
2982,3298,Eckankar - Winter 2014 - Episode 4,Eckankar -Acres of Diamonds,Spiritual,7,2013-11-23T00:00:00,promise nunn,39,Eckankar,28,1682,,,,,,,,,
2983,3299,Eckankar - Winter 2014 - Episode 5 - It's a Miracle,Eckankar - It's a Miracle,Spiritual,7,2013-11-23T00:00:00,promise nunn,39,Eckankar,28,1678,,,,,,,,,
2984,3300,Eckankar - Winter 2014 - Episode 6 - Change Is Change,Eckankar - Change Is Change,Spiritual,7,2013-11-23T00:00:00,promise nunn,39,Eckankar,28,1721,,,,,,,,,
2985,3301,Eckankar - Winter 2014 - Episode 7 - The Tensions of Living,Eckankar -The Tensions of Living,Spiritual,7,2013-11-23T00:00:00,promise nunn,39,Eckankar,28,1680,,,,,,,,,
2986,3302,Eckankar - Winter 2014 - Episode 8 - Lessons and Blessings,Eckankar -Lessons and Blessings,Spiritual,7,2013-11-23T00:00:00,promise nunn,39,Eckankar,28,1687,,,,,,,,,
2987,3303,Eckankar - Winter 2014 - Episode 9, - Winter 2014 - Episode 9,Spiritual,7,2013-11-23T00:00:00,promise nunn,39,Eckankar,28,1710,,,,,,,,,
2988,3304,Eckankar - Winter 2014 - Episode 10,Eckankar - Teacher and Student,Spiritual,7,2013-11-23T00:00:00,promise nunn,39,Eckankar,28,1646,,,,,,,,,
2989,3305,Eckankar - Winter 2014 - Episode 11,Eckankar - A Golden Contract,Spiritual,7,2013-11-23T00:00:00,promise nunn,39,Eckankar,28,1673,,,,,,,,,
2990,3306,Eckankar - Winter 2014 - Episode 12,Eckankar - The Breath of God,Spiritual,7,2013-11-23T00:00:00,promise nunn,39,Eckankar,28,1700,,,,,,,,,
2991,3307,Eckankar - Winter 2014 - Episode 13,Eckankar - Shifting Gears,Spiritual,7,2013-11-23T00:00:00,promise nunn,39,Eckankar,28,1678,,,,,,,,,
2992,3308,Eckankar - Winter 2014 - Episode 14,Eckankar - Winter 2014 - Episode 14,Spiritual,7,2013-11-23T00:00:00,promise nunn,39,Eckankar,28,1710,,,,,,,,,
2993,3309,A Growing Concern  - Winter 2014 - Episode 1 cancelled,A Growing Concern  - 1/3,Community Info,3,2013-11-23T00:00:00,Jim Lockhart,71,A Growing Concern ,60,3510,,,,,,,,,
2994,3310,A Growing Concern  - Winter 2014 - Episode 2 1/10,A Growing Concern  - 1/10,Community Info,3,2013-11-23T00:00:00,Jim Lockhart,71,A Growing Concern ,60,3510,,,,,,,,,
2995,3311,A Growing Concern  - Winter 2014 - Episode 3 1/17,A Growing Concern  - 1/17,Community Info,3,2013-11-23T00:00:00,Jim Lockhart,71,A Growing Concern ,60,3510,,,,,,,,,
2996,3312,A Growing Concern  - Winter 2014 - Episode 4 1/24,A Growing Concern  - 1/24,Community Info,3,2013-11-23T00:00:00,Jim Lockhart,71,A Growing Concern ,60,3502,,,,,,,,,
2997,3313,A Growing Concern  - Winter 2014 - Episode 5 1/31 Trans Pacific Partnership,A Growing Concern  - Trans Pacific Partnership,Community Info,3,2013-11-23T00:00:00,Jim Lockhart,71,A Growing Concern ,60,3510,Another of our Funtastic Christmas Shows,,,,,,,,
2998,3314,A Growing Concern  - Winter 2014 - Episode 6 2/7,A Growing Concern  - 2/7,Community Info,3,2013-11-23T00:00:00,Jim Lockhart,71,A Growing Concern ,60,3510,,,,,,,,,
2999,3315,A Growing Concern  - Winter 2014 - Episode 7 2/14 Portland Teachers,A Growing Concern  - Portland Teachers 2/14,Community Info,3,2013-11-23T00:00:00,Jim Lockhart,71,A Growing Concern ,60,3507,,,,,,,,,
3000,3316,A Growing Concern  - Winter 2014 - Episode 8,A Growing Concern  - 2/21,Community Info,3,2013-11-23T00:00:00,Jim Lockhart,71,A Growing Concern ,60,3510,,,,,,,,,
3001,3317,A Growing Concern  - Winter 2014 - Episode 9 2/28 Darigold Farm Workers Protest,A Growing Concern  - Darigold Farm Workers Protest,Community Info,3,2013-11-23T00:00:00,Jim Lockhart,71,A Growing Concern ,60,3510,Another of our Funtastic Christmas Shows,,,,,,,,
3002,3318,A Growing Concern  - Winter 2014 - Episode 10 3/7,A Growing Concern  - 3/7,Community Info,3,2013-11-23T00:00:00,Jim Lockhart,71,A Growing Concern ,60,3504,,,,,,,,,
3003,3319,A Growing Concern  - Winter 2014 - Episode 11 3/14 Fukushima and Radiation Dangers,A Growing Concern  - Fukushima and Radiation Dangers,Community Info,3,2013-11-23T00:00:00,Jim Lockhart,71,A Growing Concern ,60,3510,,,,,,,,,
3004,3320,A Growing Concern  - Winter 2014 - Episode 12 3/21 Community Perspectives on the Trans Pacific Partnership,A Growing Concern  - Community Perspectives on the Trans Pacific Partnership,Community Info,3,2013-11-23T00:00:00,Jim Lockhart,71,A Growing Concern ,60,3503,,,,,,,,,
3005,3321,A Growing Concern  - Winter 2014 - Episode 13 3/28 Interview With a Conscientious Objector,A Growing Concern  - Interview With a Conscientious Objector,Community Info,3,2013-11-23T00:00:00,Jim Lockhart,71,A Growing Concern ,60,3507,,,,,,,,,
3006,3322,A Growing Concern  - Winter 2014 - Episode 14,A Growing Concern  - Winter 2014 - Episode 14,Community Info,3,2013-11-23T00:00:00,Jim Lockhart,71,A Growing Concern ,60,3510,,,,,,,,,
3007,3323,Frances Lee Ministries - Winter 2014 - Episode 1 1/4,Frances Lee Ministries - Winter 2014 - Episode 1,Spiritual,7,2013-11-23T00:00:00,Frances Lee Delgado,85,Frances Lee Ministries,74,3468,,,,,,,,,
3008,3324,Frances Lee Ministries - Winter 2014 - Episode 2 1/18,Frances Lee Ministries - Winter 2014 - Episode 2,Spiritual,7,2013-11-23T00:00:00,Frances Lee Delgado,85,Frances Lee Ministries,74,3510,Another of our Funtastic Christmas Shows,,,,,,,,
3009,3325,Frances Lee Ministries - Winter 2014 - Episode 3,Frances Lee Ministries - Winter 2014 - Episode 3,Spiritual,7,2013-11-23T00:00:00,Frances Lee Delgado,85,Frances Lee Ministries,74,3510,,,,,,,,,
3010,3326,Frances Lee Ministries - Winter 2014 - Episode 4 2/15,Frances Lee Ministries 2/15,Spiritual,7,2013-11-23T00:00:00,Frances Lee Delgado,85,Frances Lee Ministries,74,3500,,,,,,,,,
3011,3327,Frances Lee Ministries - Winter 2014 - Episode 5 3/1,Frances Lee Ministries - 3/1,Spiritual,7,2013-11-23T00:00:00,Frances Lee Delgado,85,Frances Lee Ministries,74,3510,,,,,,,,,
3012,3328,Frances Lee Ministries - Winter 2014 - Episode 6 3/15,Frances Lee Ministries - 3/15,Spiritual,7,2013-11-23T00:00:00,Frances Lee Delgado,85,Frances Lee Ministries,74,3510,,,,,,,,,
3013,3329,FIRST FRUIT - Winter 2014 - Episode 1,FIRST FRUIT - Winter 2014 - Episode 1,Spiritual,7,2013-11-23T00:00:00,Ronald Jackson,83,FIRST FRUIT,72,2290,,,,,,,,,
3014,3330,FIRST FRUIT - Winter 2014 - Episode 2,FIRST FRUIT - Winter 2014 - Episode 2,Spiritual,7,2013-11-23T00:00:00,Ronald Jackson,83,FIRST FRUIT,72,2708,,,,,,,,,
3015,3331,FIRST FRUIT - Winter 2014 - Episode 3,FIRST FRUIT,Spiritual,7,2013-11-23T00:00:00,Ronald Jackson,83,FIRST FRUIT,72,2290,,,,,,,,,
